Order_id,Counter_party_1,inst_Code,c1_ISIN,c1_Date,c1_Time,Settlement_date,Buy_sell,c1_Price,c1_Volume,c1_Trade amount,Counter_party_2,c2_Code,c2_ISIN,c2_Date,c2_Time,c2_price,c2_Volume,c2_Trade_amount,Settled,Comments
6668387,C1126367,DABUR,INE016A01026,18-12-2014,11:52:00,20/12/2014,B,235.6,10564,2488878.4,C2236925,DABUR,INE016A01026,18-12-2014,11:52:00,235.6,10564,2488878.4,Y,Settled
180036,C1113893,ABAN,INE421A01028,18-12-2014,11:53:00,20/12/2014,B,440.7,2750,1211925,C2228155,ABAN,INE421A01028,18-12-2014,11:53:00,440.7,2750,1211925,Y,Settled
355890,C1155578,ABIRLANUVO,INE069A01017 ,18-12-2014,11:53:00,20/12/2014,B,1686,607,1023402,C2212594,AIL,INE069A01017 ,18-12-2014,11:53:00,1686,607,1023402,N,Security code mismatch
432796,C1184741,ACC,INE012A01025,18-12-2014,11:53:00,20/12/2014,S,1383,355,490965,C2235265,CIPLA,INE012A01025,18-12-2014,11:53:00,1383,355,490965,N,Security code mismatch
6668388,C1158742,DABUR,INE016A01026,18-12-2014,11:53:00,20/12/2014,B,235,15395,3617825,C2221423,DABUR,INE016A01026,18-12-2014,11:53:00,235,15395,3617825,Y,Settled
114615,C1107151,8KMILES,INE650K01021,18-12-2014,11:54:00,20/12/2014,B,554,42,23268,C2290788,8KMILES,INE650K01021,18-12-2014,11:54:00,560,42,23520,N,Price mismatch between Buyer and Seller
180037,C1127715,ABAN,INE421A01028,18-12-2014,11:54:00,20/12/2014,B,440.45,3506,1544217.7,C2272512,ABAN,INE421A01028,18-12-2014,11:54:00,440.45,3506,1544217.7,Y,Settled
355891,C1146441,ABIRLANUVO,INE069A01017 ,18-12-2014,11:54:00,20/12/2014,S,1683,154,259182,C2262694,ABIRLANUVO,INE069A01017 ,18-12-2014,11:54:00,1683,154,259182,Y,Settled
432797,C1135627,ACC,INE012A01025,18-12-2014,11:54:00,20/12/2014,S,1383,1795,2482485,C2290310,ACC,INE012A01025,18-12-2014,11:54:00,1383,1795,2482485,Y,Settled
6330785,C1166270,CRISIL,INE007A01025,18-12-2014,11:54:00,20/12/2014,S,1830.1,14,25621.4,C2229839,CRISIL,INE007A01025,18-12-2014,11:54:00,1830.1,14,25621.4,Y,Settled
6668389,C1102058,DABUR,INE016A01026,18-12-2014,11:54:00,20/12/2014,S,235.15,3611,849126.65,C2276124,DABUR,INE016A01026,18-12-2014,11:54:00,235.15,3611,849126.65,Y,Settled
180038,C1179328,ABAN,INE421A01028,18-12-2014,11:55:00,20/12/2014,B,440.5,2056,905668,C2246414,ABAN,INE136B01020,18-12-2014,11:55:00,440.5,2056,905668,N,ISIN mismatch
355892,C1125936,ABIRLANUVO,INE069A01017 ,18-12-2014,11:55:00,20/12/2014,B,1685,430,724550,C2260075,ABIRLANUVO,INE069A01017 ,18-12-2014,11:55:00,1685,430,724550,Y,Settled
432798,C1175008,ACC,INE012A01025,18-12-2014,11:55:00,20/12/2014,B,1385.3,1780,2465834,C2272727,ACC,INE415A01038,18-12-2014,11:55:00,1385.3,1780,2465834,N,ISIN mismatch
6668390,C1148568,DABUR,INE016A01026,18-12-2014,11:55:00,20/12/2014,B,235.5,3512,827076,C2218047,DABUR,INE016A01026,18-12-2014,11:55:00,235.5,3512,827076,Y,Settled
180039,C1111725,ABAN,INE421A01028,18-12-2014,11:56:00,20/12/2014,B,440.45,523,230355.35,C2261645,ABAN,INE421A01028,18-12-2014,11:56:00,440.45,523,230355.35,Y,Settled
355893,C1163220,ABIRLANUVO,INE069A01017 ,18-12-2014,11:56:00,20/12/2014,B,1684.85,168,283054.8,C2277854,ABIRLANUVO,INE069A01017 ,18-12-2014,11:56:00,1684.85,168,283054.8,Y,Settled
432799,C1134494,ACC,INE012A01025,18-12-2014,11:56:00,20/12/2014,B,1384,208,287872,C2228288,ACC,INE415A01038,18-12-2014,11:56:00,1384,208,287872,N,ISIN mismatch
510807,C1116024,ADANIENT,INE423A01024,18-12-2014,11:56:00,20/12/2014,B,442,9074,4010708,C2242306,ADANIENT,INE423A01024,18-12-2014,11:56:00,442,9074,4010708,Y,Settled
6668391,C1195296,DABUR,INE016A01026,18-12-2014,11:56:00,20/12/2014,S,235.35,882,207578.7,C2292972,DABUR,INE016A01026,18-12-2014,11:56:00,235.35,882,207578.7,Y,Settled
180040,C1155729,ABAN,INE421A01028,18-12-2014,11:57:00,20/12/2014,B,440.45,1043,459389.35,C2292553,ABAN,INE421A01028,18-12-2014,11:57:00,440.45,1043,459389.35,Y,Settled
253421,C1149628,ABB,INE117A01022,18-12-2014,11:57:00,20/12/2014,B,1181.35,20,23627,C2208278,ABB,INE117A01022,18-12-2014,11:57:00,1181.35,20,23627,Y,Settled
305709,C1157294,ABBOTINDIA,INE358A01014,18-12-2014,11:57:00,20/12/2014,B,3420.15,7,23941.05,C2208880,ABBOTINDIA,INE358A01014,18-12-2014,11:57:00,3420.15,7,23941.05,Y,Settled
355894,C1165908,ABIRLANUVO,INE069A01017 ,18-12-2014,11:57:00,20/12/2014,B,1687.65,370,624430.5,C2289737,ABIRLANUVO,INE069A01017 ,18-12-2014,11:57:00,1687.65,370,624430.5,Y,Settled
432800,C1146743,ACC,INE012A01025,18-12-2014,11:57:00,20/12/2014,B,1384.45,42,58146.9,C2269021,ACC,INE415A01038,18-12-2014,11:57:00,1384.45,42,58146.9,N,ISIN mismatch
510808,C1101513,ADANIENT,INE423A01024,18-12-2014,11:57:00,20/12/2014,B,442.25,3870,1711507.5,C2265947,ADANIENT,INE423A01024,18-12-2014,11:57:00,442.25,3870,1711507.5,Y,Settled
6668392,C1154058,DABUR,INE016A01026,18-12-2014,11:57:00,20/12/2014,B,235.25,1240,291710,C2209418,DABUR,INE016A01026,18-12-2014,11:57:00,235.25,1238,291239.5,N,volume mismatch between Buyer and seller
180041,C1115419,ABAN,INE421A01028,18-12-2014,11:58:00,20/12/2014,B,440.3,1284,565345.2,C2247903,ABAN,INE421A01028,18-12-2014,11:58:00,440.3,1284,565345.2,Y,Settled
355895,C1134437,ABIRLANUVO,INE069A01017 ,18-12-2014,11:58:00,20/12/2014,B,1687.65,365,615992.25,C2249389,ABIRLANUVO,INE069A01017 ,18-12-2014,11:58:00,1687.65,365,615992.25,Y,Settled
510809,C1150452,ADANIENT,INE423A01024,18-12-2014,11:58:00,20/12/2014,B,442,5453,2410226,C2292724,ABBOT,INE423A01024,18-12-2014,11:58:00,442,5453,2410226,N,Security code mismatch
6668393,C1168956,DABUR,INE016A01026,18-12-2014,11:58:00,20/12/2014,B,235.3,3919,922140.7,C2284227,DABUR,INE016A01026,18-12-2014,11:58:00,235.3,3919,922140.7,Y,Settled
114618,C1180126,8KMILES,INE650K01021,18-12-2014,11:59:00,20/12/2014,S,553,2,1106,C2242034,8KMILES,INE650K01021,18-12-2014,11:59:00,553.65,2,1107.3,N,Price mismatch between Buyer and Seller
180042,C1159597,ABAN,INE421A01028,18-12-2014,11:59:00,20/12/2014,S,440.2,4418,1944803.6,C2285744,ABAN,INE421A01028,18-12-2014,11:59:00,440.2,4418,1944803.6,Y,Settled
355896,C1151260,ABIRLANUVO,INE069A01017 ,18-12-2014,11:59:00,20/12/2014,S,1688.9,540,912006,C2265258,ABIRLANUVO,INE069A01017 ,18-12-2014,11:59:00,1688.9,540,912006,Y,Settled
432802,C1196337,ACC,INE012A01025,18-12-2014,11:59:00,20/12/2014,S,1384.5,1264,1750008,C2244374,ACC,INE012A01025,18-12-2014,11:59:00,1384.5,1264,1750008,Y,Settled
510810,C1180112,ADANIENT,INE423A01024,18-12-2014,11:59:00,20/12/2014,B,442,552,243984,C2205393,ADANIENT,INE423A01024,18-12-2014,11:59:00,442,552,243984,Y,Settled
6668394,C1124381,DABUR,INE016A01026,18-12-2014,11:59:00,20/12/2014,S,235.2,2716,638803.2,C2250495,DABUR,INE016A01026,18-12-2014,11:59:00,235.2,2716,638803.2,Y,Settled
180043,C1159114,ABAN,INE421A01028,18-12-2014,12:00:00,20/12/2014,B,440.3,12715,5598414.5,C2240500,ABAN,INE421A01028,18-12-2014,12:00:00,440.3,12715,5598414.5,Y,Settled
355897,C1102482,ABIRLANUVO,INE069A01017 ,18-12-2014,12:00:00,20/12/2014,B,1688,568,958784,C2208618,ABIRLANUVO,INE158A01026,18-12-2014,12:00:00,1688,568,958784,N,ISIN mismatch
432803,C1124460,ACC,INE012A01025,18-12-2014,12:00:00,20/12/2014,B,1384,814,1126576,C2292963,ACC,INE415A01038,18-12-2014,12:00:00,1384,814,1126576,N,ISIN mismatch
510811,C1123898,ADANIENT,INE423A01024,18-12-2014,12:00:00,20/12/2014,B,441.75,342,151078.5,C2250127,ADANIENT,INE423A01024,18-12-2014,12:00:00,441.75,342,151078.5,Y,Settled
6668395,C1141064,DABUR,INE016A01026,18-12-2014,12:00:00,20/12/2014,B,235.15,386,90767.9,C2278297,DABUR,INE016A01026,18-12-2014,12:00:00,235.15,386,90767.9,Y,Settled
16821,C1172658,3IINFOTECH,INE748C01020,18-12-2014,12:01:00,20/12/2014,B,7.45,700,5215,C2267212,3IINFOTECH,INE748C01020,18-12-2014,12:01:00,7.45,700,5215,Y,Settled
180044,C1127169,ABAN,INE421A01028,18-12-2014,12:01:00,20/12/2014,B,440,2121,933240,C2239752,ABAN,INE421A01028,18-12-2014,12:01:00,440,2121,933240,Y,Settled
355898,C1161738,ABIRLANUVO,INE069A01017 ,18-12-2014,12:01:00,20/12/2014,B,1689,441,744849,C2280003,ABIRLANUVO,INE069A01017 ,18-12-2014,12:01:00,1689,441,744849,Y,Settled
510812,C1161594,ADANIENT,INE423A01024,18-12-2014,12:01:00,20/12/2014,B,441.95,260,114907,C2224140,ADANIENT,INE423A01024,18-12-2014,12:01:00,441.95,260,114907,Y,Settled
6668396,C1164248,DABUR,INE016A01026,18-12-2014,12:01:00,20/12/2014,B,235.1,1223,287527.3,C2284801,DABUR,INE016A01026,18-12-2014,12:01:00,235.1,1223,287527.3,Y,Settled
180045,C1182785,ABAN,INE421A01028,18-12-2014,12:02:00,20/12/2014,B,439.8,412,181197.6,C2207726,ABAN,INE421A01028,18-12-2014,12:02:00,439.8,412,181197.6,Y,Settled
355899,C1169514,ABIRLANUVO,INE069A01017 ,18-12-2014,12:02:00,20/12/2014,B,1688.85,100,168885,C2281062,ABIRLANUVO,INE069A01017 ,18-12-2014,12:02:00,1688.85,100,168885,Y,Settled
432805,C1140359,ACC,INE012A01025,18-12-2014,12:02:00,20/12/2014,B,1384,75,103800,C2210876,ACC,INE415A01038,18-12-2014,12:02:00,1384,75,103800,N,ISIN mismatch
510813,C1199376,ADANIENT,INE423A01024,18-12-2014,12:02:00,20/12/2014,B,442,146,64532,C2292178,ADANIENT,INE423A01024,18-12-2014,12:02:00,442,146,64532,Y,Settled
6668397,C1132496,DABUR,INE016A01026,18-12-2014,12:02:00,20/12/2014,B,234.95,595,139795.25,C2233356,DABUR,INE016A01026,18-12-2014,12:02:00,234.95,595,139790.51,N,Trade mismatch between Buyer and Seller
180046,C1197978,ABAN,INE421A01028,18-12-2014,12:03:00,20/12/2014,B,440,527,231880,C2221523,ABAN,INE421A01028,18-12-2014,12:03:00,440,527,231880,Y,Settled
355900,C1175886,ABIRLANUVO,INE069A01017 ,18-12-2014,12:03:00,20/12/2014,B,1688.45,169,285348.05,C2274744,ABIRLANUVO,INE069A01017 ,18-12-2014,12:03:00,1688.45,169,285348.05,Y,Settled
510814,C1103516,ADANIENT,INE423A01024,18-12-2014,12:03:00,20/12/2014,B,442,121,53482,C2271577,ADANIENT,INE423A01024,18-12-2014,12:03:00,442,121,53482,Y,Settled
6668398,C1127244,DABUR,INE016A01026,18-12-2014,12:03:00,20/12/2014,B,234.95,1100,258445,C2286986,DABUR,INE016A01026,18-12-2014,12:03:00,234.95,1100,258445,Y,Settled
180047,C1131391,ABAN,INE421A01028,18-12-2014,12:04:00,20/12/2014,S,450,311,139950,C2208639,ABAN,INE421A01028,18-12-2014,12:04:00,440,311,136840,N,Price mismatch between Buyer and Seller
355901,C1191930,ABIRLANUVO,INE069A01017 ,18-12-2014,12:04:00,20/12/2014,B,1688.5,74,124949,C2203667,ABIRLANUVO,INE069A01017 ,18-12-2014,12:04:00,1688.5,74,124949,Y,Settled
432807,C1147159,ACC,INE012A01025,18-12-2014,12:04:00,20/12/2014,S,1383,45,62235,C2207596,ACC,INE012A01025,18-12-2014,12:04:00,1383,45,62235,Y,Settled
510815,C1147149,ADANIENT,INE423A01024,18-12-2014,12:04:00,20/12/2014,B,442,126,55692,C2217758,ADANIENT,INE423A01024,18-12-2014,12:04:00,442,126,55692,Y,Settled
6668399,C1192439,DABUR,INE016A01026,18-12-2014,12:04:00,20/12/2014,B,235,851,199985,C2260300,DABUR,INE016A01026,18-12-2014,12:04:00,235,851,199985,Y,Settled
114621,C1155546,8KMILES,INE650K01021,18-12-2014,12:05:00,20/12/2014,B,552.65,166,91739.9,C2207254,8KMILES,INE650K01021,18-12-2014,12:05:00,552.65,166,91739.9,Y,Settled
180048,C1154252,ABAN,INE421A01028,18-12-2014,12:05:00,20/12/2014,S,440,925,407000,C2202215,ABAN,INE421A01028,18-12-2014,12:05:00,440,925,407000,Y,Settled
432808,C1101439,ACC,INE012A01025,18-12-2014,12:05:00,20/12/2014,B,1383,652,901716,C2255946,ACC,INE415A01038,18-12-2014,12:05:00,1383,652,901716,N,ISIN mismatch
6668400,C1117405,DABUR,INE016A01026,18-12-2014,12:05:00,20/12/2014,B,234.9,5990,1407051,C2230341,DABUR,INE016A01026,18-12-2014,12:05:00,234.9,5990,1407051,Y,Settled
180049,C1136722,ABAN,INE421A01028,18-12-2014,12:06:00,20/12/2014,B,440,531,233640,C2203935,ABAN,INE067A01029,18-12-2014,12:06:00,440,531,233640,N,ISIN mismatch
253426,C1124156,ABB,INE117A01022,18-12-2014,12:06:00,20/12/2014,S,1180.9,29,34246.1,C2239010,ABB,INE117A01022,18-12-2014,12:06:00,1180.9,29,34246.1,Y,Settled
355903,C1104073,ABIRLANUVO,INE069A01017 ,18-12-2014,12:06:00,20/12/2014,S,1688,141,238018,C2270641,ABIRLANUVO,INE069A01017 ,18-12-2014,12:06:00,1688,141,238008,N,Trade mismatch between Buyer and Seller
432809,C1186359,ACC,INE012A01025,18-12-2014,12:06:00,20/12/2014,S,1383,84,116172,C2213305,ACC,INE012A01025,18-12-2014,12:06:00,1383,84,116172,Y,Settled
510817,C1102783,ADANIENT,INE423A01024,18-12-2014,12:06:00,20/12/2014,B,441.85,4248,1876978.8,C2265953,ADANIENT,INE423A01024,18-12-2014,12:06:00,441.85,4248,1876978.8,Y,Settled
6668401,C1121338,DABUR,INE016A01026,18-12-2014,12:06:00,20/12/2014,S,234.95,2916,685115.3,C2228408,DABUR,INE016A01026,18-12-2014,12:06:00,234.95,2916,685114.2,N,Trade mismatch between Buyer and Seller
180050,C1128794,ABAN,INE421A01028,18-12-2014,12:07:00,20/12/2014,B,440.2,900,396180,C2209628,ABAN,INE421A01028,18-12-2014,12:07:00,440.2,900,396180,Y,Settled
253427,C1183713,ABB,INE117A01022,18-12-2014,12:07:00,20/12/2014,B,1180.15,30,35404.5,C2237398,ABB,INE117A01022,18-12-2014,12:07:00,1180.15,30,35404.5,Y,Settled
305719,C1174916,ABBOTINDIA,INE358A01014,18-12-2014,12:07:00,20/12/2014,B,3419.1,53,181212.3,C2225925,ABBOTINDIA,INE358A01014,18-12-2014,12:07:00,3419.1,50,170955,N,volume mismatch between Buyer and seller
432810,C1188061,ACC,INE012A01025,18-12-2014,12:07:00,20/12/2014,B,1383,738,1020654,C2260650,ACC,INE415A01038,18-12-2014,12:07:00,1383,738,1020654,N,ISIN mismatch
510818,C1191350,ADANIENT,INE423A01024,18-12-2014,12:07:00,20/12/2014,B,441.75,1176,519498,C2263250,ADANIENT,INE872H01027,18-12-2014,12:07:00,441.75,1176,519498,N,ISIN mismatch
6668402,C1169190,DABUR,INE016A01026,18-12-2014,12:07:00,20/12/2014,B,235.1,1576,370517.6,C2279422,CMC,INE016A01026,18-12-2014,12:07:00,235.1,1576,370517.6,N,Security code mismatch
180051,C1106187,ABAN,INE421A01028,18-12-2014,12:08:00,20/12/2014,B,441,3246,1431486,C2258926,ABAN,INE421A01028,18-12-2014,12:08:00,441,3246,1431486,Y,Settled
355905,C1106551,ABIRLANUVO,INE069A01017 ,18-12-2014,12:08:00,20/12/2014,S,1687.95,131,221121.45,C2230983,ABIRLANUVO,INE069A01017 ,18-12-2014,12:08:00,1687.95,131,221121.45,Y,Settled
432811,C1158081,ACC,INE415A01038,18-12-2014,12:08:00,20/12/2014,S,1383.65,515,712579.75,C2217028,ACC,INE012A01025,18-12-2014,12:08:00,1383.65,515,712579.75,N,ISIN mismatch
6668403,C1159054,DABUR,INE016A01026,18-12-2014,12:08:00,20/12/2014,B,235.2,462,108662.4,C2252751,DABUR,INE016A01026,18-12-2014,12:08:00,235.2,462,108662.4,Y,Settled
180052,C1103266,ABAN,INE421A01028,18-12-2014,12:09:00,20/12/2014,S,441,1380,608580,C2270090,ABAN,INE421A01028,18-12-2014,12:09:00,441,1394,614754,N,volume mismatch between Buyer and seller
355906,C1192141,ABIRLANUVO,INE069A01017 ,18-12-2014,12:09:00,20/12/2014,B,1688.4,220,371448,C2272697,ABIRLANUVO,INE069A01017 ,18-12-2014,12:09:00,1689,220,371580,N,Price mismatch between Buyer and Seller
432812,C1195108,ACC,INE012A01025,18-12-2014,12:09:00,20/12/2014,B,1384,122,168848,C2256593,ACC,INE415A01038,18-12-2014,12:09:00,1384,122,168848,N,ISIN mismatch
510820,C1107923,ADANIENT,INE423A01024,18-12-2014,12:09:00,20/12/2014,B,442,2108,931736,C2267457,ADANIENT,INE423A01024,18-12-2014,12:09:00,442,2108,931736,Y,Settled
6668404,C1184366,DABUR,INE016A01026,18-12-2014,12:09:00,20/12/2014,B,235.4,1310,308374,C2252305,DABUR,INE016A01026,18-12-2014,12:09:00,235.4,1310,308374,Y,Settled
180053,C1170839,ABAN,INE421A01028,18-12-2014,12:10:00,20/12/2014,B,441,714,314874,C2250976,ABAN,INE421A01028,18-12-2014,12:10:00,441,714,314874,Y,Settled
355907,C1128037,ABIRLANUVO,INE069A01017 ,18-12-2014,12:10:00,20/12/2014,S,1689.7,290,490013,C2234382,ABIRLANUVO,INE069A01017 ,18-12-2014,12:10:00,1689.7,290,490013,Y,Settled
432813,C1139965,ACC,INE012A01025,18-12-2014,12:10:00,20/12/2014,B,1385,387,535995,C2245268,ACC,INE415A01038,18-12-2014,12:10:00,1385,387,535995,N,ISIN mismatch
510821,C1127433,ADANIENT,INE423A01024,18-12-2014,12:10:00,20/12/2014,B,441.85,3374,1490801.9,C2274304,ADANIENT,INE423A01024,18-12-2014,12:10:00,441.85,3374,1490801.9,Y,Settled
6668405,C1184857,DABUR,INE016A01026,18-12-2014,12:10:00,20/12/2014,S,235.4,863,203150.2,C2242136,DABUR,INE016A01026,18-12-2014,12:10:00,235.4,863,203150.2,Y,Settled
180054,C1139957,ABAN,INE421A01028,18-12-2014,12:11:00,20/12/2014,S,441,1958,863478,C2287930,ABAN,INE421A01028,18-12-2014,12:11:00,441,1958,863478,Y,Settled
253430,C1181375,ABB,INE117A01022,18-12-2014,12:11:00,20/12/2014,B,1183.2,100,118320,C2279339,ABB,INE117A01022,18-12-2014,12:11:00,1183.2,100,118320,Y,Settled
355908,C1116487,ABIRLANUVO,INE069A01017 ,18-12-2014,12:11:00,20/12/2014,B,1689.85,46,77733.1,C2281650,ABIRLANUVO,INE069A01017 ,18-12-2014,12:11:00,1689.85,46,77733.1,Y,Settled
432814,C1180251,ACC,INE012A01025,18-12-2014,12:11:00,20/12/2014,B,1385.5,70,96985,C2244883,ACC,INE415A01038,18-12-2014,12:11:00,1385.5,70,96985,N,ISIN mismatch
510822,C1109164,ADANIENT,INE423A01024,18-12-2014,12:11:00,20/12/2014,B,441.95,1206,532991.7,C2214879,ADANIENT,INE423A01024,18-12-2014,12:11:00,441.95,1206,532991.7,Y,Settled
6668406,C1100454,DABUR,INE016A01026,18-12-2014,12:11:00,20/12/2014,B,235.4,736,173254.4,C2276029,DABUR,INE016A01026,18-12-2014,12:11:00,235.4,736,173254.4,Y,Settled
16824,C1155571,3IINFOTECH,INE748C01020,18-12-2014,12:12:00,20/12/2014,B,7.4,98,725.2,C2277263,3IINFOTECH,INE748C01020,18-12-2014,12:12:00,7.4,98,725.2,Y,Settled
114627,C1170435,8KMILES,INE650K01021,18-12-2014,12:12:00,20/12/2014,B,553.2,64,35404.8,C2244922,8KMILES,INE650K01021,18-12-2014,12:12:00,553.2,64,35404.8,Y,Settled
180055,C1101499,ABAN,INE421A01028,18-12-2014,12:12:00,20/12/2014,B,441.2,1375,606650,C2273668,ABAN,INE421A01028,18-12-2014,12:12:00,441.2,1375,606650,Y,Settled
355909,C1134437,ABIRLANUVO,INE069A01017 ,18-12-2014,12:12:00,20/12/2014,B,1691.95,466,788448.7,C2293323,ABIRLANUVO,INE069A01017 ,18-12-2014,12:12:00,1691.95,466,788448.7,Y,Settled
432815,C1112521,ACC,INE012A01025,18-12-2014,12:12:00,20/12/2014,B,1385.25,696,964134,C2241644,ACC,INE415A01038,18-12-2014,12:12:00,1385.25,696,964134,N,ISIN mismatch
510823,C1112693,ADANIENT,INE423A01024,18-12-2014,12:12:00,20/12/2014,B,441.95,604,266937.8,C2267521,ADANIENT,INE423A01024,18-12-2014,12:12:00,441.95,604,266937.8,Y,Settled
6668407,C1152324,DABUR,INE016A01026,18-12-2014,12:12:00,20/12/2014,S,235.35,338,79548.3,C2223387,DABUR,INE016A01026,18-12-2014,12:12:00,235.35,338,79548.3,Y,Settled
16825,C1139399,3IINFOTECH,INE748C01020,18-12-2014,12:13:00,20/12/2014,B,7.4,150,1110,C2289694,3IINFOTECH,INE748C01020,18-12-2014,12:13:00,7.4,100,740,N,volume mismatch between Buyer and seller
114628,C1110231,8KMILES,INE650K01021,18-12-2014,12:13:00,20/12/2014,B,553.2,41,22681.2,C2281558,8KMILES,INE650K01021,18-12-2014,12:13:00,553.2,41,22681.2,Y,Settled
180056,C1196673,ABAN,INE421A01028,18-12-2014,12:13:00,20/12/2014,B,441.2,931,410757.2,C2222089,ABAN,INE421A01028,18-12-2014,12:13:00,441.2,931,410757.2,Y,Settled
355910,C1179290,ABIRLANUVO,INE069A01017 ,18-12-2014,12:13:00,20/12/2014,B,1691.9,464,785041.6,C2278015,ABIRLANUVO,INE069A01017 ,18-12-2014,12:13:00,1691.9,460,778274,N,volume mismatch between Buyer and seller
432816,C1124094,ACC,INE012A01025,18-12-2014,12:13:00,20/12/2014,B,1385.5,259,358844.5,C2283086,ACC,INE415A01038,18-12-2014,12:13:00,1385.5,259,358844.5,N,ISIN mismatch
6668408,C1197644,DABUR,INE016A01026,18-12-2014,12:13:00,20/12/2014,B,235.1,1135,266838.5,C2259151,DABUR,INE016A01026,18-12-2014,12:13:00,235.1,1135,266838.5,Y,Settled
180057,C1107935,ABAN,INE421A01028,18-12-2014,12:14:00,20/12/2014,B,441.9,4589,2027879.1,C2268798,ABAN,INE421A01028,18-12-2014,12:14:00,442,4589,2028338,N,Price mismatch between Buyer and Seller
253432,C1173183,ABB,INE117A01022,18-12-2014,12:14:00,20/12/2014,B,1183.65,2,2367.3,C2261274,ABB,INE117A01022,18-12-2014,12:14:00,1183.65,2,2367.3,Y,Settled
432817,C1162784,ACC,INE012A01025,18-12-2014,12:14:00,20/12/2014,B,1385,89,123265,C2271169,ACC,INE415A01038,18-12-2014,12:14:00,1385,89,123265,N,ISIN mismatch
6668409,C1113782,DABUR,INE016A01026,18-12-2014,12:14:00,20/12/2014,B,235,8649,2032515,C2258740,DABUR,INE016A01026,18-12-2014,12:14:00,235,8649,2032515,Y,Settled
180058,C1126020,ABAN,INE421A01028,18-12-2014,12:15:00,20/12/2014,S,447.95,78583,35201254.85,C2226426,ABAN,INE421A01028,18-12-2014,12:15:00,447.95,78583,35201254.85,Y,Settled
355912,C1171491,ABIRLANUVO,INE069A01017 ,18-12-2014,12:15:00,20/12/2014,B,1694.2,1543,2614150.6,C2204595,ABIRLANUVO,INE069A01017 ,18-12-2014,12:15:00,1694.2,1543,2614150.6,Y,Settled
432818,C1146956,ACC,INE012A01025,18-12-2014,12:15:00,20/12/2014,B,1383.3,10,13833,C2214291,ACC,INE415A01038,18-12-2014,12:15:00,1383.3,10,13833,N,ISIN mismatch
510826,C1129792,ADANIENT,INE423A01024,18-12-2014,12:15:00,20/12/2014,B,442,1763,779246,C2288208,ADANIENT,INE423A01024,18-12-2014,12:15:00,442,1763,779246,Y,Settled
6668410,C1100093,DABUR,INE016A01026,18-12-2014,12:15:00,20/12/2014,B,234.9,2052,482014.8,C2291896,DABUR,INE016A01026,18-12-2014,12:15:00,234.9,2052,482014.8,Y,Settled
180059,C1160471,ABAN,INE421A01028,18-12-2014,12:16:00,20/12/2014,B,446.7,15355,6859078.5,C2209450,ABAN,INE421A01028,18-12-2014,12:16:00,446.7,15355,6859078.5,Y,Settled
355913,C1180857,ABIRLANUVO,INE069A01017 ,18-12-2014,12:16:00,20/12/2014,B,1692.85,121,204834.85,C2213941,ABIRLANUVO,INE069A01017 ,18-12-2014,12:16:00,1692.85,121,204834.85,Y,Settled
432819,C1187040,ACC,INE012A01025,18-12-2014,12:16:00,20/12/2014,B,1384.95,266,368396.7,C2288047,ACC,INE415A01038,18-12-2014,12:16:00,1384.95,266,368396.7,N,ISIN mismatch
6668411,C1189381,DABUR,INE016A01026,18-12-2014,12:16:00,20/12/2014,S,234.9,3332,782686.8,C2231277,DABUR,INE016A01026,18-12-2014,12:16:00,234.9,3332,782686.8,Y,Settled
180060,C1158772,ABAN,INE421A01028,18-12-2014,12:17:00,20/12/2014,B,447.5,16220,7258450,C2266806,ABAN,INE421A01028,18-12-2014,12:17:00,448,16220,7266560,N,Price mismatch between Buyer and Seller
253433,C1177770,ABB,INE117A01022,18-12-2014,12:17:00,20/12/2014,B,1183.5,88,104148,C2271238,ABB,INE117A01022,18-12-2014,12:17:00,1183.5,88,104148,Y,Settled
355914,C1119638,ABIRLANUVO,INE069A01017 ,18-12-2014,12:17:00,20/12/2014,B,1692.95,155,262407.25,C2241243,ABIRLANUVO,INE069A01017 ,18-12-2014,12:17:00,1692.95,155,262407.25,Y,Settled
432820,C1177531,ACC,INE012A01025,18-12-2014,12:17:00,20/12/2014,B,1384.85,12,16618.2,C2231838,ACC,INE415A01038,18-12-2014,12:17:00,1384.85,12,16618.2,N,ISIN mismatch
510828,C1144139,ADANIENT,INE423A01024,18-12-2014,12:17:00,20/12/2014,B,441.85,1,441.85,C2201766,ADANIENT,INE423A01024,18-12-2014,12:17:00,441.85,1,441.85,Y,Settled
6668412,C1190593,DABUR,INE016A01026,18-12-2014,12:17:00,20/12/2014,B,234.85,4013,942453.05,C2279520,DABUR,INE046A01015,18-12-2014,12:17:00,234.85,4013,942453.05,N,ISIN mismatch
16827,C1161498,3IINFOTECH,INE748C01020,18-12-2014,12:18:00,20/12/2014,B,7.45,3777,28137.65,C2276680,3IINFOTECH,INE748C01020,18-12-2014,12:18:00,7.45,3777,28138.65,N,Trade mismatch between Buyer and Seller
180061,C1135841,ABAN,INE421A01028,18-12-2014,12:18:00,20/12/2014,B,446.95,10915,4878459.25,C2248218,ABAN,INE421A01028,18-12-2014,12:18:00,446.95,10915,4878459.25,Y,Settled
355915,C1120459,ABIRLANUVO,INE069A01017 ,18-12-2014,12:18:00,20/12/2014,B,1692.85,366,619583.1,C2281217,ABIRLANUVO,INE069A01017 ,18-12-2014,12:18:00,1692.85,366,619585,N,Trade mismatch between Buyer and Seller
